URL,Score,LCP,TBT,CLS,FCP,TTFB
https://vaultlister.com/compare/closo.html,100,0.649986,0.01228800000000001,0.003090179765265191,0.649986,0.07982700000000001
https://vaultlister.com/learning.html,100,0.863332,0,0,0.863332,0.128003
https://vaultlister.com/documentation.html#privacy,100,0.690758,0,0.003090179765265191,0.690758,0.177081
https://vaultlister.com/compare/nifty.html,100,0.742231,0.008092999999999961,0.00750117088875146,0.742231,0.146288
https://vaultlister.com/help/troubleshooting.html,100,0.751908,0.03822199999999998,0.00750117088875146,0.6554880000000001,0.216659
https://vaultlister.com/affiliate.html,100,0.906347,0,0.003090179765265191,0.906347,0.234253
https://vaultlister.com/compare/crosslist.html,100,0.712477,0.06987099999999997,0,0.712477,0.111176
https://vaultlister.com/compare/list-perfectly.html,100,0.696299,0.005937000000000012,0.01715004698958166,0.696299,0.113531
https://vaultlister.com/contact.html,100,0.720211,0,0.003090179765265191,0.593553,0.117578
https://vaultlister.com/pricing.html,100,0.597226,0,0.01715156500590906,0.597226,0.123995
https://vaultlister.com/help/inventory-management.html,100,0.7170890000000001,0,0.003090179765265191,0.7170890000000001,0.106661
https://vaultlister.com/compare/crosslist-magic.html,100,0.92575,0,0.003090179765265191,0.92575,0.113749
https://vaultlister.com/blog/index.html,100,0.766796,0,0,0.677394,0.182211
https://vaultlister.com/help/cross-listing.html,100,0.67286,0,0.003090179765265191,0.67286,0.101986
https://vaultlister.com/compare/flyp.html,100,0.8638049999999999,0,0.003090179765265191,0.8638049999999999,0.062199
https://vaultlister.com/help/automations.html,100,0.472163,0.040375,0.01032532586707793,0.472163,0.099193
https://vaultlister.com/documentation.html,100,0.744887,0,0.003090179765265191,0.744887,0.17827
https://vaultlister.com/faq.html,100,0.583368,0,0.003090179765265191,0.583368,0.107269
https://vaultlister.com/documentation.html#media-kit,100,0.850664,0.07468099999976163,0.003390035699009937,0.850664,0.26240099999999994
https://vaultlister.com/compare/primelister.html,100,0.792497,0,0,0.792497,0.176529
https://vaultlister.com/compare/oneshop.html,100,0.6948,0.01063800000000003,0,0.6948,0.072906
https://vaultlister.com/help.html,100,0.705233,0,0.003090179765265191,0.656297,0.104018
https://vaultlister.com/compare/selleraider.html,100,0.715827,0,0,0.715827,0.160877
https://vaultlister.com/roadmap-public.html,100,0.8319310000000001,0,0,0.8319310000000001,0.056252
https://vaultlister.com/changelog.html,100,0.707171,0.056553,0.01714852897325427,0.707171,0.11441
https://vaultlister.com/compare/vendoo.html,100,0.774014,0,0.004424516117043875,0.774014,0.149907
https://vaultlister.com/platforms.html,100,0.7294149999999999,0,0.00891251666371826,0.7294149999999999,0.138556
https://vaultlister.com/documentation.html#ai-info,100,0.61409,0,0.003090179765265191,0.61409,0.116495
https://vaultlister.com/request-feature.html,100,0.720281,0.02720600000000002,0.05752463661964519,0.463317,0.115821
https://vaultlister.com/help/getting-started.html,100,0.636537,0,0.003090179765265191,0.636537,0.104244
https://vaultlister.com/?app=1#financials,98,1.047706,0.158407,0.008380565767973856,0.430427,0.018211
https://vaultlister.com/?app=1#login,97,1.26378,0.2068290000000002,0.008404827487205573,0.536949,0.008859
https://vaultlister.com/?app=1#image-bank,97,1.531885,0.18556800000000015,0.008628937108167695,0.420335,0.011306
https://vaultlister.com/?app=1#dashboard,97,1.218562,0.20743199999999995,0.0002755388955284064,0.435167,0.024218
https://vaultlister.com/?app=1#inventory,97,1.176078,0.199024,0.008503110723087386,0.5487949999999999,0.253038
https://vaultlister.com/?app=1#planner,96,1.161051,0.210032,0.008380565767973856,0.39681599999999995,0.013223
https://vaultlister.com/?app=1#analytics,96,1.163975,0.2373219999999999,0.008791201228661344,0.45725,0.00755
https://vaultlister.com/?app=1#automations,96,1.289117,0.226021,0.0003313472388866489,0.442866,0.005739999999999999
https://vaultlister.com/status.html,96,0.966522,0.08208600000000013,0.1121185730382176,0.966522,0.253329
https://vaultlister.com/?app=1#reports,95,2.004675,0.2289059999999998,0.008900378513593597,0.896812,0.009402
https://vaultlister.com/?app=1#register,94,0.96722,0.2853949999999999,0.009672403139858177,0.435555,0.012765
https://vaultlister.com/?app=1#forgot-password,90,1.761266,0.40900400000000015,0,1.006114,0.02037
https://vaultlister.com/?app=1#calendar,0,0,0,0,0,0.002197999999999993
https://vaultlister.com/?app=1#listings,0,0,0,0,0,0.009495000000000002
https://vaultlister.com/?app=1#shops,0,0,0,0,0,0.005013999999999999
https://vaultlister.com/?app=1#orders-sales,0,0,0,0,0,0.014531
https://vaultlister.com/?app=1#sales,0,0,0,0,0,0.009805
https://vaultlister.com/,0,0,0,0,0,0.019884
